locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBAEIFD_02066	CDS	657				hypothetical protein
JDBAEIFD_02067	CDS	2013	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
JDBAEIFD_02068	tRNA	74				tRNA-Val(cac)
JDBAEIFD_02069	CDS	429	ssgB			Sporulation-specific cell division protein SsgB
JDBAEIFD_02070	CDS	864	dat	2.6.1.21		D-alanine aminotransferase
JDBAEIFD_02071	CDS	1167	menF_2	5.4.4.2		Isochorismate synthase MenF
JDBAEIFD_02072	tRNA	73				tRNA-Gly(gcc)
JDBAEIFD_02073	tRNA	72				tRNA-Cys(gca)
JDBAEIFD_02074	tRNA	75				tRNA-Val(gac)
JDBAEIFD_02075	CDS	174				hypothetical protein
JDBAEIFD_02076	CDS	519				hypothetical protein
JDBAEIFD_02077	CDS	1437				hypothetical protein
JDBAEIFD_02078	CDS	882				hypothetical protein
JDBAEIFD_02079	CDS	387	yhjQ		COG1145	putative cysteine-rich protein YhjQ
JDBAEIFD_02080	CDS	2412	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
JDBAEIFD_02081	CDS	2748	xyl3A	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
JDBAEIFD_02082	CDS	594				putative HTH-type transcriptional regulator
JDBAEIFD_02083	CDS	852	azoB	1.7.-.-		NAD(P)H azoreductase
JDBAEIFD_02084	CDS	1389	ktrB_2		COG0168	Ktr system potassium uptake protein B
JDBAEIFD_02085	CDS	768				hypothetical protein
JDBAEIFD_02086	CDS	795	bcrA_3			Bacitracin transport ATP-binding protein BcrA
JDBAEIFD_02087	CDS	582				hypothetical protein
JDBAEIFD_02088	CDS	792				hypothetical protein
JDBAEIFD_02089	CDS	618				hypothetical protein
JDBAEIFD_02090	CDS	723	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
JDBAEIFD_02091	CDS	1104	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBAEIFD_02092	CDS	573				hypothetical protein
JDBAEIFD_02093	CDS	3366				hypothetical protein
JDBAEIFD_02094	CDS	2082				hypothetical protein
JDBAEIFD_02095	CDS	519				hypothetical protein
JDBAEIFD_02096	CDS	1782				hypothetical protein
JDBAEIFD_02097	CDS	888	pacX	1.14.16.7		Phenylalanine 3-hydroxylase
JDBAEIFD_02098	CDS	1902	mobA_1	1.14.13.23	COG0654	3-hydroxybenzoate 4-monooxygenase
JDBAEIFD_02099	CDS	1737	xsc	2.3.3.15		Sulfoacetaldehyde acetyltransferase
JDBAEIFD_02100	CDS	1500	rraA			Regulator of ribonuclease activity A
JDBAEIFD_02101	CDS	726				hypothetical protein
JDBAEIFD_02102	CDS	1557	xylG_1	1.2.1.85		2-hydroxymuconic semialdehyde dehydrogenase
JDBAEIFD_02103	CDS	1107				hypothetical protein
JDBAEIFD_02104	CDS	786	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
JDBAEIFD_02105	CDS	825	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
JDBAEIFD_02106	CDS	432				hypothetical protein
JDBAEIFD_02107	CDS	1152				hypothetical protein
JDBAEIFD_02108	CDS	684	degU_3		COG2197	Transcriptional regulatory protein DegU
JDBAEIFD_02109	CDS	1485	arcD		COG0531	Arginine/ornithine antiporter
JDBAEIFD_02110	CDS	1290	arcA	3.5.3.6	COG2235	Arginine deiminase
JDBAEIFD_02111	CDS	969	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
JDBAEIFD_02112	CDS	999				hypothetical protein
JDBAEIFD_02113	CDS	732	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JDBAEIFD_02114	CDS	864	nnr_2		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
JDBAEIFD_02115	CDS	687				hypothetical protein
JDBAEIFD_02116	CDS	90				hypothetical protein
JDBAEIFD_02117	CDS	432				hypothetical protein
JDBAEIFD_02118	CDS	762				hypothetical protein
JDBAEIFD_02119	CDS	939				hypothetical protein
JDBAEIFD_02120	CDS	1950				hypothetical protein
JDBAEIFD_02121	CDS	984				hypothetical protein
JDBAEIFD_02122	CDS	222				hypothetical protein
JDBAEIFD_02123	CDS	1026				hypothetical protein
JDBAEIFD_02124	CDS	1077	ybdK_1	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
JDBAEIFD_02125	CDS	2841	pacL	7.2.2.10	COG0474	Calcium-transporting ATPase
JDBAEIFD_02126	CDS	549				hypothetical protein
JDBAEIFD_02127	CDS	2760	malT_4			HTH-type transcriptional regulator MalT
JDBAEIFD_02128	CDS	966				hypothetical protein
JDBAEIFD_02129	CDS	321				hypothetical protein
JDBAEIFD_02130	CDS	1593	mdtD_2			Putative multidrug resistance protein MdtD
JDBAEIFD_02131	CDS	900	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JDBAEIFD_02132	CDS	378	clsA	2.7.8.-		Cardiolipin synthase A
JDBAEIFD_02133	CDS	717				hypothetical protein
JDBAEIFD_02134	CDS	156				hypothetical protein
JDBAEIFD_02135	CDS	231				hypothetical protein
JDBAEIFD_02136	CDS	549				hypothetical protein
JDBAEIFD_02137	CDS	762	end	3.1.21.2	COG0648	putative endonuclease 4
JDBAEIFD_02138	CDS	1239	camA	1.18.1.5		Putidaredoxin reductase CamA
JDBAEIFD_02139	CDS	2253	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
JDBAEIFD_02140	CDS	2523	treY	5.4.99.15		Maltooligosyl trehalose synthase
JDBAEIFD_02141	CDS	1794	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
JDBAEIFD_02142	CDS	1077	zapE		COG1485	Cell division protein ZapE
JDBAEIFD_02143	CDS	1659	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
JDBAEIFD_02144	CDS	720	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
JDBAEIFD_02145	CDS	957	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
JDBAEIFD_02146	CDS	1476	cysNC		COG0529	Bifunctional enzyme CysN/CysC
JDBAEIFD_02147	CDS	1320	cysG_2	4.99.1.4		Siroheme synthase
JDBAEIFD_02148	CDS	825				hypothetical protein
JDBAEIFD_02149	CDS	486				hypothetical protein
JDBAEIFD_02150	CDS	1290		6.3.1.12		D-aspartate ligase
JDBAEIFD_02151	CDS	1455	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
JDBAEIFD_02152	CDS	585				hypothetical protein
JDBAEIFD_02153	CDS	414				hypothetical protein
JDBAEIFD_02154	CDS	1275	rnd	3.1.13.5		Ribonuclease D
JDBAEIFD_02155	CDS	1239	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
JDBAEIFD_02156	CDS	2130	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
JDBAEIFD_02157	CDS	666				hypothetical protein
JDBAEIFD_02158	CDS	267				hypothetical protein
JDBAEIFD_02159	CDS	888	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
JDBAEIFD_02160	CDS	2274	pflB	2.3.1.54		Formate acetyltransferase
JDBAEIFD_02161	CDS	1884	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
JDBAEIFD_02162	CDS	1455	guaB1	1.-.-.-	COG0516	putative oxidoreductase
JDBAEIFD_02163	CDS	690	hisH_2	3.5.1.2		Imidazole glycerol phosphate synthase subunit HisH
JDBAEIFD_02164	CDS	681	nudL	3.6.1.-		putative Nudix hydrolase NudL
JDBAEIFD_02165	CDS	885				hypothetical protein
JDBAEIFD_02166	CDS	897	arg	3.5.3.1		Arginase
JDBAEIFD_02167	CDS	429				hypothetical protein
JDBAEIFD_02168	CDS	2811	acnA	4.2.1.3	COG1048	Aconitate hydratase A
JDBAEIFD_02169	CDS	177				hypothetical protein
JDBAEIFD_02170	CDS	1206	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
JDBAEIFD_02171	CDS	2004	kimA		COG0531	Potassium transporter KimA
JDBAEIFD_02172	CDS	651	trkA_1		COG0569	Trk system potassium uptake protein TrkA
JDBAEIFD_02173	CDS	675	trkA_2		COG0569	Trk system potassium uptake protein TrkA
JDBAEIFD_02174	CDS	762				hypothetical protein
JDBAEIFD_02175	CDS	369				hypothetical protein
JDBAEIFD_02176	CDS	723				hypothetical protein
JDBAEIFD_02177	CDS	468	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
JDBAEIFD_02178	CDS	483				hypothetical protein
JDBAEIFD_02179	CDS	300				hypothetical protein
JDBAEIFD_02180	CDS	855	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
JDBAEIFD_02181	CDS	1062				hypothetical protein
JDBAEIFD_02182	CDS	672	tdk	2.7.1.21		Thymidine kinase
JDBAEIFD_02183	CDS	1188	deoB	5.4.2.7		Phosphopentomutase
JDBAEIFD_02184	CDS	585				hypothetical protein
JDBAEIFD_02185	CDS	2745				hypothetical protein
JDBAEIFD_02186	CDS	2475	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
JDBAEIFD_02187	CDS	744				hypothetical protein
JDBAEIFD_02188	CDS	1029	mshD_6	2.3.1.189	COG0456	Mycothiol acetyltransferase
JDBAEIFD_02189	CDS	2139	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
JDBAEIFD_02190	CDS	234				hypothetical protein
JDBAEIFD_02191	CDS	1617	rpoD			RNA polymerase sigma factor RpoD
JDBAEIFD_02192	CDS	399				Universal stress protein
JDBAEIFD_02193	CDS	1230				hypothetical protein
JDBAEIFD_02194	CDS	600				hypothetical protein
JDBAEIFD_02195	CDS	1119	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
JDBAEIFD_02196	CDS	414				DNA-binding protein
JDBAEIFD_02197	CDS	1170	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
JDBAEIFD_02198	CDS	2004	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
JDBAEIFD_02199	CDS	1353	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
JDBAEIFD_02200	CDS	1218	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
JDBAEIFD_02201	CDS	780	aas	6.2.1.20		Bifunctional protein Aas
JDBAEIFD_02202	CDS	570				hypothetical protein
JDBAEIFD_02203	CDS	942	glkA	2.7.1.2		Glucokinase
JDBAEIFD_02204	CDS	1806		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
JDBAEIFD_02205	CDS	222				hypothetical protein
JDBAEIFD_02206	CDS	1305				hypothetical protein
JDBAEIFD_02207	CDS	1863		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
JDBAEIFD_02208	CDS	294				hypothetical protein
JDBAEIFD_02209	CDS	1047	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
JDBAEIFD_02210	CDS	435			COG0784	putative response regulatory protein
JDBAEIFD_02211	CDS	627	ctaE	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
JDBAEIFD_02212	CDS	786	qcrC	7.1.1.8	COG2010	Cytochrome bc1 complex cytochrome c subunit
JDBAEIFD_02213	CDS	1026	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
JDBAEIFD_02214	CDS	1773	qcrB	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
JDBAEIFD_02215	CDS	627	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
JDBAEIFD_02216	CDS	783	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
JDBAEIFD_02217	CDS	399	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
JDBAEIFD_02218	CDS	1821	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
JDBAEIFD_02219	CDS	882	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
JDBAEIFD_02220	CDS	1221	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
JDBAEIFD_02221	CDS	252	tusA			Sulfur carrier protein TusA
JDBAEIFD_02222	CDS	351				Protein
JDBAEIFD_02223	CDS	1191	garK	2.7.1.165	COG1929	Glycerate 2-kinase
JDBAEIFD_02224	CDS	1203	nadA	2.5.1.72	COG0379	Quinolinate synthase A
JDBAEIFD_02225	CDS	600	inhA_2	4.2.1.103		Isonitrile hydratase
JDBAEIFD_02226	CDS	534				hypothetical protein
JDBAEIFD_02227	CDS	1413	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
JDBAEIFD_02228	CDS	600				putative protein
JDBAEIFD_02229	CDS	1008	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
JDBAEIFD_02230	CDS	741				hypothetical protein
JDBAEIFD_02231	CDS	192				hypothetical protein
JDBAEIFD_02232	CDS	1458	norG		COG1167	HTH-type transcriptional regulator NorG
JDBAEIFD_02233	CDS	213				hypothetical protein
JDBAEIFD_02234	CDS	1065	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
JDBAEIFD_02235	CDS	432				hypothetical protein
JDBAEIFD_02236	CDS	360				hypothetical protein
JDBAEIFD_02237	CDS	1485	pepA_1	3.4.11.1	COG0260	putative cytosol aminopeptidase
JDBAEIFD_02238	CDS	339				hypothetical protein
JDBAEIFD_02239	CDS	1386	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
JDBAEIFD_02240	CDS	1860				hypothetical protein
JDBAEIFD_02241	CDS	891			COG1090	Epimerase family protein
JDBAEIFD_02242	CDS	1449				hypothetical protein
JDBAEIFD_02243	CDS	1047	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
JDBAEIFD_02244	CDS	2298	apeX_1		COG2409	Apo-petrobactin exporter
JDBAEIFD_02245	CDS	531				hypothetical protein
JDBAEIFD_02246	CDS	729	lipB	2.3.1.181	COG0321	Octanoyltransferase
JDBAEIFD_02247	CDS	504	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
JDBAEIFD_02248	CDS	975	lipA	2.8.1.8	COG0320	Lipoyl synthase
JDBAEIFD_02249	CDS	708				putative protein
JDBAEIFD_02250	CDS	591	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JDBAEIFD_02251	CDS	480				hypothetical protein
JDBAEIFD_02252	CDS	1425	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
JDBAEIFD_02253	CDS	1095				hypothetical protein
JDBAEIFD_02254	CDS	141				hypothetical protein
JDBAEIFD_02255	CDS	315				hypothetical protein
JDBAEIFD_02256	CDS	1209				hypothetical protein
JDBAEIFD_02257	CDS	234				hypothetical protein
JDBAEIFD_02258	CDS	1896			COG1366	putative protein
JDBAEIFD_02259	CDS	981				hypothetical protein
JDBAEIFD_02260	CDS	255				hypothetical protein
JDBAEIFD_02261	CDS	1428				hypothetical protein
JDBAEIFD_02262	CDS	1713	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
JDBAEIFD_02263	CDS	1032	fgd1_3	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
JDBAEIFD_02264	CDS	294				hypothetical protein
JDBAEIFD_02265	CDS	1389				hypothetical protein
JDBAEIFD_02266	CDS	1179			COG0628	Putative transport protein
JDBAEIFD_02267	CDS	3039	glnE	2.7.7.42		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
JDBAEIFD_02268	CDS	1338	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
JDBAEIFD_02269	CDS	1668	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
JDBAEIFD_02270	CDS	813	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
JDBAEIFD_02271	CDS	966				hypothetical protein
JDBAEIFD_02272	CDS	174				hypothetical protein
JDBAEIFD_02273	CDS	873	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 2
JDBAEIFD_02274	CDS	771	ppgK_2	2.7.1.63	COG1940	Polyphosphate glucokinase
JDBAEIFD_02275	CDS	753	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
JDBAEIFD_02276	CDS	294				hypothetical protein
JDBAEIFD_02277	CDS	915				hypothetical protein
JDBAEIFD_02278	CDS	609				hypothetical protein
JDBAEIFD_02279	CDS	438				hypothetical protein
JDBAEIFD_02280	CDS	294				hypothetical protein
JDBAEIFD_02281	CDS	414				hypothetical protein
JDBAEIFD_02282	CDS	372				hypothetical protein
JDBAEIFD_02283	CDS	339				hypothetical protein
JDBAEIFD_02284	CDS	165				hypothetical protein
JDBAEIFD_02285	CDS	384				putative protein.1
JDBAEIFD_02286	CDS	777				hypothetical protein
JDBAEIFD_02287	CDS	1215			COG0328	Bifunctional protein
JDBAEIFD_02288	CDS	747			COG1579	putative protein
JDBAEIFD_02289	CDS	1197			COG0327	GTP cyclohydrolase 1 type 2 
JDBAEIFD_02290	CDS	846	ycbX		COG0633	putative protein YcbX
JDBAEIFD_02291	tRNA	76				tRNA-Val(tac)
JDBAEIFD_02292	CDS	468	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
JDBAEIFD_02293	CDS	423				putative protein
JDBAEIFD_02294	CDS	2745	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
JDBAEIFD_02295	CDS	561				hypothetical protein
JDBAEIFD_02296	CDS	1299			COG2508	putative protein
JDBAEIFD_02297	CDS	1005	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
JDBAEIFD_02298	CDS	1005	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JDBAEIFD_02299	CDS	249	acpP			Acyl carrier protein
JDBAEIFD_02300	CDS	1245	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
JDBAEIFD_02301	CDS	501				hypothetical protein
JDBAEIFD_02302	CDS	501	def_2	3.5.1.88	COG0242	Peptide deformylase
JDBAEIFD_02303	CDS	741				hypothetical protein
JDBAEIFD_02304	CDS	1923				hypothetical protein
JDBAEIFD_02305	CDS	531	betI_7			HTH-type transcriptional regulator BetI
JDBAEIFD_02306	CDS	225	racA_1			Chromosome-anchoring protein RacA
JDBAEIFD_02307	CDS	807				hypothetical protein
JDBAEIFD_02308	tRNA	76				tRNA-Met(cat)
JDBAEIFD_02309	CDS	510				hypothetical protein
JDBAEIFD_02310	tRNA	74				tRNA-Asn(gtt)
JDBAEIFD_02311	CDS	2511				hypothetical protein
JDBAEIFD_02312	CDS	1143				hypothetical protein
JDBAEIFD_02313	CDS	903	melC_1		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
JDBAEIFD_02314	CDS	924	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
JDBAEIFD_02315	CDS	1326				hypothetical protein
JDBAEIFD_02316	CDS	1662	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
JDBAEIFD_02317	CDS	1251	nagC_1		COG1940	N-acetylglucosamine repressor
JDBAEIFD_02318	CDS	1725	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
JDBAEIFD_02319	CDS	117				hypothetical protein
JDBAEIFD_02320	CDS	273				hypothetical protein
JDBAEIFD_02321	CDS	252				hypothetical protein
JDBAEIFD_02322	CDS	378				hypothetical protein
JDBAEIFD_02323	CDS	222				hypothetical protein
JDBAEIFD_02324	CDS	1929	feoB		COG0370	Fe(2+) transporter FeoB
JDBAEIFD_02325	CDS	222				hypothetical protein
JDBAEIFD_02326	CDS	417	hrp1_2		COG0517	Hypoxic response protein 1
JDBAEIFD_02327	CDS	1569				hypothetical protein
JDBAEIFD_02328	CDS	777	fgd_6	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
JDBAEIFD_02329	CDS	969				hypothetical protein
JDBAEIFD_02330	CDS	426	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
JDBAEIFD_02331	CDS	525				hypothetical protein
JDBAEIFD_02332	CDS	1434	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
JDBAEIFD_02333	CDS	636				hypothetical protein
JDBAEIFD_02334	CDS	594				hypothetical protein
JDBAEIFD_02335	CDS	798				hypothetical protein
JDBAEIFD_02336	CDS	981	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
JDBAEIFD_02337	CDS	2019	dnaG	2.7.7.-	COG0358	DNA primase
JDBAEIFD_02338	CDS	879	rhaS_1			HTH-type transcriptional activator RhaS
JDBAEIFD_02339	CDS	456			COG2764	putative protein
JDBAEIFD_02340	CDS	1284	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
JDBAEIFD_02341	CDS	627				hypothetical protein
JDBAEIFD_02342	CDS	1074				hypothetical protein
JDBAEIFD_02343	CDS	792	yokD	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
JDBAEIFD_02344	CDS	1842	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
JDBAEIFD_02345	CDS	924	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
JDBAEIFD_02346	CDS	1629	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
JDBAEIFD_02347	CDS	1248	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
JDBAEIFD_02348	CDS	1068	degA_2		COG1609	HTH-type transcriptional regulator DegA
JDBAEIFD_02349	CDS	1746	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
JDBAEIFD_02350	CDS	1500	aml	3.2.1.1		Alpha-amylase
JDBAEIFD_02351	CDS	906	acbK	2.7.1.187		Acarbose 7(IV)-phosphotransferase
JDBAEIFD_02352	CDS	1206				hypothetical protein
JDBAEIFD_02353	CDS	1191	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
JDBAEIFD_02354	CDS	1482				hypothetical protein
JDBAEIFD_02355	CDS	702				hypothetical protein
JDBAEIFD_02356	CDS	837				hypothetical protein
JDBAEIFD_02357	CDS	1386	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
JDBAEIFD_02358	CDS	933	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
JDBAEIFD_02359	CDS	792	mntB		COG1121	Manganese transport system ATP-binding protein MntB
JDBAEIFD_02360	CDS	975				hypothetical protein
JDBAEIFD_02361	CDS	576				hypothetical protein
JDBAEIFD_02362	CDS	360				hypothetical protein
JDBAEIFD_02363	CDS	903		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
JDBAEIFD_02364	CDS	732	recO		COG1381	DNA repair protein RecO
JDBAEIFD_02365	CDS	1746	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
JDBAEIFD_02366	CDS	1503	bamB_1			Outer membrane protein assembly factor BamB
JDBAEIFD_02367	CDS	1452	bamB_2			Outer membrane protein assembly factor BamB
JDBAEIFD_02368	CDS	1245				hypothetical protein
JDBAEIFD_02369	CDS	2433				hypothetical protein
JDBAEIFD_02370	CDS	1149				hypothetical protein
JDBAEIFD_02371	CDS	957				hypothetical protein
JDBAEIFD_02372	CDS	6111				hypothetical protein
JDBAEIFD_02373	CDS	1557	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
JDBAEIFD_02374	CDS	1575				hypothetical protein
JDBAEIFD_02375	CDS	918				hypothetical protein
JDBAEIFD_02376	CDS	1590				hypothetical protein
JDBAEIFD_02377	CDS	915	era_3		COG1159	GTPase Era
JDBAEIFD_02378	CDS	1314				hypothetical protein
JDBAEIFD_02379	CDS	453	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JDBAEIFD_02380	CDS	1008			COG1702	PhoH-like protein
JDBAEIFD_02381	CDS	2709	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JDBAEIFD_02382	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JDBAEIFD_02383	CDS	1128	dnaJ2		COG0484	Chaperone protein DnaJ 2
JDBAEIFD_02384	CDS	1026	hrcA		COG1420	Heat-inducible transcription repressor HrcA
JDBAEIFD_02385	CDS	858				hypothetical protein
JDBAEIFD_02386	CDS	1005				hypothetical protein
JDBAEIFD_02387	CDS	384				hypothetical protein
JDBAEIFD_02388	CDS	375				hypothetical protein
JDBAEIFD_02389	CDS	1254	hemW		COG0635	Heme chaperone HemW
JDBAEIFD_02390	CDS	807			COG2513	putative protein
JDBAEIFD_02391	CDS	1881	lepA	3.6.5.-	COG0481	Elongation factor 4
JDBAEIFD_02392	CDS	705				hypothetical protein
JDBAEIFD_02393	CDS	840			COG1305	putative protein
JDBAEIFD_02394	CDS	930				hypothetical protein
JDBAEIFD_02395	CDS	1605			COG2308	putative protein
JDBAEIFD_02396	CDS	450				hypothetical protein
JDBAEIFD_02397	CDS	261	rpsT		COG0268	30S ribosomal protein S20
JDBAEIFD_02398	CDS	1323				hypothetical protein
JDBAEIFD_02399	CDS	144				hypothetical protein
JDBAEIFD_02400	CDS	729	cdgJ_2	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
JDBAEIFD_02401	CDS	618	cdgJ_3	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
JDBAEIFD_02402	CDS	1017				hypothetical protein
JDBAEIFD_02403	CDS	1725				hypothetical protein
JDBAEIFD_02404	CDS	879				hypothetical protein
JDBAEIFD_02405	CDS	813			COG1307	DegV domain-containing protein
JDBAEIFD_02406	CDS	2928	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JDBAEIFD_02407	CDS	1788				hypothetical protein
JDBAEIFD_02408	CDS	1275	ydhP		COG2814	Inner membrane transport protein YdhP
JDBAEIFD_02409	CDS	690	mntR			HTH-type transcriptional regulator MntR
JDBAEIFD_02410	CDS	1581				hypothetical protein
JDBAEIFD_02411	CDS	1575				hypothetical protein
JDBAEIFD_02412	CDS	531				hypothetical protein
JDBAEIFD_02413	CDS	1542				hypothetical protein
JDBAEIFD_02414	CDS	669	ykoF			Putative HMP/thiamine-binding protein YkoF
JDBAEIFD_02415	CDS	735				hypothetical protein
JDBAEIFD_02416	CDS	1611	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
JDBAEIFD_02417	CDS	816	ykoC			Putative HMP/thiamine permease protein YkoC
JDBAEIFD_02418	CDS	1506				putative protein
JDBAEIFD_02419	CDS	942	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
JDBAEIFD_02420	CDS	642				hypothetical protein
JDBAEIFD_02421	CDS	1590	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
JDBAEIFD_02422	CDS	603	msrP_2	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JDBAEIFD_02423	CDS	846	hmp_1	1.14.12.17		Flavohemoprotein
JDBAEIFD_02424	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
JDBAEIFD_02425	CDS	498	nudC_2	3.6.1.22		NADH pyrophosphatase
JDBAEIFD_02426	CDS	2694	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
JDBAEIFD_02427	CDS	990				hypothetical protein
JDBAEIFD_02428	CDS	552	chrB1			Protein ChrB
JDBAEIFD_02429	CDS	435				hypothetical protein
