locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJECMPOM_00742	CDS	261				hypothetical protein
JJECMPOM_00743	CDS	234				hypothetical protein
JJECMPOM_00744	CDS	279		2.7.1.-		putative ketoamine kinase
JJECMPOM_00745	CDS	1455	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
JJECMPOM_00746	CDS	537				hypothetical protein
JJECMPOM_00747	CDS	1494				hypothetical protein
JJECMPOM_00748	CDS	240	copZ			Copper chaperone CopZ
JJECMPOM_00749	CDS	2421	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
JJECMPOM_00750	CDS	612	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
JJECMPOM_00751	CDS	840				hypothetical protein
JJECMPOM_00752	CDS	882				hypothetical protein
JJECMPOM_00753	CDS	1443				hypothetical protein
JJECMPOM_00754	CDS	654	lutC		COG1556	Lactate utilization protein C
JJECMPOM_00755	CDS	1584	lutB		COG1139	Lactate utilization protein B
JJECMPOM_00756	CDS	801	lutA		COG0247	Lactate utilization protein A
JJECMPOM_00757	CDS	150				hypothetical protein
JJECMPOM_00758	CDS	1752	glcA		COG1620	Glycolate permease GlcA
JJECMPOM_00759	CDS	1458	katA	1.11.1.6	COG0753	Catalase
JJECMPOM_00760	CDS	435	furA		COG0735	Transcriptional regulator FurA
JJECMPOM_00761	CDS	1632	xylB_1	2.7.1.17		Xylulose kinase
JJECMPOM_00762	CDS	915	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
JJECMPOM_00763	CDS	1287	serS	6.1.1.11	COG0172	Serine--tRNA ligase
JJECMPOM_00764	CDS	1194	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
JJECMPOM_00765	CDS	993	pheA	4.2.1.51	COG0077	Prephenate dehydratase
JJECMPOM_00766	CDS	2298				hypothetical protein
JJECMPOM_00767	CDS	741			COG0586	putative membrane protein
JJECMPOM_00768	CDS	894				hypothetical protein
JJECMPOM_00769	CDS	870		2.1.1.-	COG0500	putative methyltransferase
JJECMPOM_00770	CDS	705	coaE_2	2.7.1.24		Dephospho-CoA kinase
JJECMPOM_00771	CDS	2628	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJECMPOM_00772	CDS	636	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
JJECMPOM_00773	CDS	471				hypothetical protein
JJECMPOM_00774	CDS	1551	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JJECMPOM_00775	CDS	1443	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
JJECMPOM_00776	CDS	606				hypothetical protein
JJECMPOM_00777	CDS	537				hypothetical protein
JJECMPOM_00778	CDS	465				hypothetical protein
JJECMPOM_00779	CDS	1059				hypothetical protein
JJECMPOM_00780	CDS	1653	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
JJECMPOM_00781	CDS	264	nrdH		COG0695	Glutaredoxin-like protein NrdH
JJECMPOM_00782	CDS	402	nrdI_1		COG1780	Protein NrdI
JJECMPOM_00783	CDS	2157	nrdE2_1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
JJECMPOM_00784	CDS	2517				hypothetical protein
JJECMPOM_00785	CDS	2967				hypothetical protein
JJECMPOM_00786	CDS	1368				hypothetical protein
JJECMPOM_00787	CDS	906	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
JJECMPOM_00788	CDS	936	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
JJECMPOM_00789	CDS	1047	ccpA_1		COG1609	Catabolite control protein A
JJECMPOM_00790	CDS	357				hypothetical protein
JJECMPOM_00791	CDS	468				hypothetical protein
JJECMPOM_00792	CDS	207				hypothetical protein
JJECMPOM_00793	CDS	1755				hypothetical protein
JJECMPOM_00794	CDS	723	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJECMPOM_00795	CDS	2514				hypothetical protein
JJECMPOM_00796	CDS	2292	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
JJECMPOM_00797	CDS	2751				hypothetical protein
JJECMPOM_00798	CDS	501				hypothetical protein
JJECMPOM_00799	CDS	1056	rnhA	3.1.26.4		Ribonuclease H
JJECMPOM_00800	CDS	681				hypothetical protein
JJECMPOM_00801	CDS	363				hypothetical protein
JJECMPOM_00802	CDS	1311	pip	3.4.11.5		Proline iminopeptidase
JJECMPOM_00803	CDS	537				hypothetical protein
JJECMPOM_00804	CDS	963	nrdF2_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
JJECMPOM_00805	CDS	780				hypothetical protein
JJECMPOM_00806	CDS	1683	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
JJECMPOM_00807	CDS	897				hypothetical protein
JJECMPOM_00808	tRNA	87				tRNA-Leu(cag)
JJECMPOM_00809	CDS	621				hypothetical protein
JJECMPOM_00810	CDS	204	cspA		COG1278	Cold shock-like protein CspA
JJECMPOM_00811	CDS	222				hypothetical protein
JJECMPOM_00812	CDS	1140				hypothetical protein
JJECMPOM_00813	CDS	591				hypothetical protein
JJECMPOM_00814	CDS	471	hupR1		COG2204	Hydrogenase transcriptional regulatory protein hupR1
JJECMPOM_00815	CDS	1980	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
JJECMPOM_00816	CDS	1464	sdcS			Sodium-dependent dicarboxylate transporter SdcS
JJECMPOM_00817	CDS	1059	rarD		COG2962	Protein RarD
JJECMPOM_00818	CDS	990	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
JJECMPOM_00819	CDS	1137	adh	1.1.1.1		Alcohol dehydrogenase
JJECMPOM_00820	CDS	888	iolE	4.2.1.44	COG1082	Inosose dehydratase
JJECMPOM_00821	CDS	1494	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
JJECMPOM_00822	CDS	702				hypothetical protein
JJECMPOM_00823	CDS	1911	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
JJECMPOM_00824	CDS	879	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
JJECMPOM_00825	CDS	1110	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
JJECMPOM_00826	CDS	753	nagR		COG2188	HTH-type transcriptional repressor NagR
JJECMPOM_00827	CDS	1074	tal	2.2.1.2		Transaldolase
JJECMPOM_00828	CDS	399				hypothetical protein
JJECMPOM_00829	CDS	726				hypothetical protein
JJECMPOM_00830	CDS	5415				hypothetical protein
JJECMPOM_00831	CDS	1308				hypothetical protein
JJECMPOM_00832	CDS	1614				hypothetical protein
JJECMPOM_00833	CDS	1593	aspT			Aspartate/alanine antiporter
JJECMPOM_00834	CDS	1764	ilvB1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
JJECMPOM_00835	CDS	513	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
JJECMPOM_00836	CDS	1026	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
JJECMPOM_00837	CDS	1305				hypothetical protein
JJECMPOM_00838	CDS	1290	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
JJECMPOM_00839	CDS	1098				hypothetical protein
JJECMPOM_00840	CDS	783	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JJECMPOM_00841	CDS	1059	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JJECMPOM_00842	CDS	1335	thrB_2	2.7.1.39		Homoserine kinase
JJECMPOM_00843	CDS	915	ribY_2		COG0715	Riboflavin-binding protein RibY
JJECMPOM_00844	CDS	1146	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JJECMPOM_00845	CDS	924				hypothetical protein
JJECMPOM_00846	CDS	1668		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JJECMPOM_00847	CDS	1860			COG1132	putative ABC transporter ATP-binding/permease protein
JJECMPOM_00848	CDS	687				hypothetical protein
JJECMPOM_00849	CDS	615	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JJECMPOM_00850	CDS	873	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
JJECMPOM_00851	CDS	1872	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JJECMPOM_00852	CDS	1074	lipM	2.3.1.181		Octanoyltransferase LipM
JJECMPOM_00853	CDS	783			COG0325	Pyridoxal phosphate homeostasis protein
JJECMPOM_00854	CDS	393	yccF		COG3304	Inner membrane protein YccF
JJECMPOM_00855	CDS	882	ngoMIVR	3.1.21.4		Type-2 restriction enzyme NgoMIV
JJECMPOM_00856	CDS	933	aplIM	2.1.1.37	COG0270	Modification methylase AplI
JJECMPOM_00857	CDS	2679				hypothetical protein
JJECMPOM_00858	CDS	1443	alsT_2		COG1115	Amino-acid carrier protein AlsT
JJECMPOM_00859	CDS	1434	alsT_3		COG1115	Amino-acid carrier protein AlsT
JJECMPOM_00860	CDS	771				hypothetical protein
JJECMPOM_00861	CDS	783	yisK		COG0179	putative protein YisK
JJECMPOM_00862	CDS	306				hypothetical protein
JJECMPOM_00863	CDS	1191				hypothetical protein
JJECMPOM_00864	CDS	852	punA_1	2.4.2.1		Purine nucleoside phosphorylase
JJECMPOM_00865	CDS	474				hypothetical protein
JJECMPOM_00866	CDS	471				hypothetical protein
JJECMPOM_00867	CDS	1194	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
JJECMPOM_00868	CDS	1515	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JJECMPOM_00869	CDS	954	mntA		COG0803	Manganese-binding lipoprotein MntA
JJECMPOM_00870	CDS	744	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
JJECMPOM_00871	CDS	954	mntC		COG1108	Manganese transport system membrane protein MntC
JJECMPOM_00872	CDS	939				hypothetical protein
JJECMPOM_00873	tRNA	73				tRNA-Gln(ctg)
JJECMPOM_00874	tRNA	74				tRNA-Glu(ctc)
JJECMPOM_00875	tRNA	74				tRNA-Glu(ctc)
JJECMPOM_00876	CDS	939	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
JJECMPOM_00877	CDS	876				hypothetical protein
JJECMPOM_00878	CDS	735	iclR		COG1414	Transcriptional repressor IclR
JJECMPOM_00879	CDS	1476	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
JJECMPOM_00880	CDS	663	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
JJECMPOM_00881	CDS	1326	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
JJECMPOM_00882	CDS	945	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
JJECMPOM_00883	CDS	789	aas	6.2.1.20		Bifunctional protein Aas
JJECMPOM_00884	CDS	702				hypothetical protein
JJECMPOM_00885	CDS	804				hypothetical protein
JJECMPOM_00886	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JJECMPOM_00887	CDS	1185	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
JJECMPOM_00888	CDS	915	dcsG	6.3.3.5		Cycloserine biosynthesis protein DcsG
JJECMPOM_00889	CDS	354				hypothetical protein
JJECMPOM_00890	tRNA	75				tRNA-His(gtg)
JJECMPOM_00891	CDS	1086	fbpA			Fe(3+)-binding periplasmic protein
JJECMPOM_00892	CDS	1554				hypothetical protein
JJECMPOM_00893	CDS	1023	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJECMPOM_00894	CDS	2436	uvrA_2			UvrABC system protein A
JJECMPOM_00895	CDS	723				hypothetical protein
JJECMPOM_00896	CDS	1326	yihN_2			Inner membrane protein YihN
JJECMPOM_00897	CDS	1275				hypothetical protein
JJECMPOM_00898	CDS	1314	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
JJECMPOM_00899	CDS	240				hypothetical protein
JJECMPOM_00900	CDS	1131				hypothetical protein
JJECMPOM_00901	CDS	759	gph_2	3.1.3.18		Phosphoglycolate phosphatase
JJECMPOM_00902	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JJECMPOM_00903	CDS	660	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
JJECMPOM_00904	CDS	1812	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JJECMPOM_00905	CDS	546				hypothetical protein
JJECMPOM_00906	CDS	1965				hypothetical protein
JJECMPOM_00907	CDS	1179				hypothetical protein
JJECMPOM_00908	CDS	651	nreC		COG2197	Oxygen regulatory protein NreC
JJECMPOM_00909	CDS	1491				hypothetical protein
JJECMPOM_00910	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
JJECMPOM_00911	CDS	252	relJ		COG2161	Antitoxin RelJ
JJECMPOM_00912	CDS	3288	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
JJECMPOM_00913	CDS	1191	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
JJECMPOM_00914	CDS	921	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
JJECMPOM_00915	CDS	2118				hypothetical protein
JJECMPOM_00916	CDS	654	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JJECMPOM_00917	CDS	1260				hypothetical protein
JJECMPOM_00918	CDS	1965	purH		COG0138	Bifunctional purine biosynthesis protein PurH
JJECMPOM_00919	CDS	219				hypothetical protein
JJECMPOM_00920	CDS	2097	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
JJECMPOM_00921	CDS	1743			COG1132	putative ABC transporter ATP-binding protein
JJECMPOM_00922	CDS	705	tetR			Tetracycline repressor protein class E
JJECMPOM_00923	CDS	708				hypothetical protein
JJECMPOM_00924	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
JJECMPOM_00925	CDS	1077				hypothetical protein
JJECMPOM_00926	CDS	891	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
JJECMPOM_00927	CDS	675	hrtA	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
JJECMPOM_00928	CDS	1110				hypothetical protein
JJECMPOM_00929	CDS	117				hypothetical protein
JJECMPOM_00930	CDS	1395				hypothetical protein
JJECMPOM_00931	CDS	597				hypothetical protein
JJECMPOM_00932	CDS	1125	rpf2	3.-.-.-	COG3583	Resuscitation-promoting factor Rpf2
JJECMPOM_00933	CDS	1365				hypothetical protein
JJECMPOM_00934	CDS	1134	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
JJECMPOM_00935	CDS	1005	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JJECMPOM_00936	CDS	1923	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
JJECMPOM_00937	CDS	2304				hypothetical protein
JJECMPOM_00938	CDS	711				hypothetical protein
JJECMPOM_00939	CDS	291				hypothetical protein
JJECMPOM_00940	CDS	1698				hypothetical protein
JJECMPOM_00941	CDS	756	drrA_2	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
JJECMPOM_00942	CDS	597				hypothetical protein
JJECMPOM_00943	tRNA	73				tRNA-Gln(ttg)
JJECMPOM_00944	CDS	1041	glmU		COG1207	Bifunctional protein GlmU
JJECMPOM_00945	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JJECMPOM_00946	CDS	288	rplY		COG1825	50S ribosomal protein L25
JJECMPOM_00947	CDS	1101				hypothetical protein
JJECMPOM_00948	CDS	1557	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JJECMPOM_00949	CDS	1239				hypothetical protein
JJECMPOM_00950	CDS	1275				hypothetical protein
JJECMPOM_00951	CDS	432	cdd	3.5.4.5	COG0295	Cytidine deaminase
JJECMPOM_00952	CDS	1350	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
JJECMPOM_00953	CDS	684				hypothetical protein
JJECMPOM_00954	CDS	651	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
JJECMPOM_00955	CDS	1644				hypothetical protein
JJECMPOM_00956	CDS	2889	cas3	3.1.-.-		CRISPR-associated nuclease/helicase Cas3
JJECMPOM_00957	CDS	1683	cse1			CRISPR-associated protein CasA/Cse1
JJECMPOM_00958	CDS	651				hypothetical protein
JJECMPOM_00959	CDS	1125	casC			CRISPR system Cascade subunit CasC
JJECMPOM_00960	CDS	717				hypothetical protein
JJECMPOM_00961	CDS	714	cse3	3.1.-.-		CRISPR-associated endoribonuclease Cse3
JJECMPOM_00962	CDS	930	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
JJECMPOM_00963	CDS	393				hypothetical protein
	repeat_region	1188				
	repeat_region	6313				
JJECMPOM_00964	CDS	240				hypothetical protein
JJECMPOM_00965	CDS	186				hypothetical protein
JJECMPOM_00966	CDS	306				hypothetical protein
JJECMPOM_00967	CDS	531				hypothetical protein
JJECMPOM_00968	CDS	273				hypothetical protein
JJECMPOM_00969	CDS	789	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JJECMPOM_00970	CDS	1113	dnaJ2		COG0484	Chaperone protein DnaJ 2
JJECMPOM_00971	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
JJECMPOM_00972	CDS	894				hypothetical protein
JJECMPOM_00973	CDS	957				hypothetical protein
JJECMPOM_00974	CDS	927	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
JJECMPOM_00975	CDS	906	lacF_3			Lactose transport system permease protein LacF
JJECMPOM_00976	CDS	1302				hypothetical protein
JJECMPOM_00977	CDS	1056	ccpA_2		COG1609	Catabolite control protein A
JJECMPOM_00978	CDS	432				hypothetical protein
JJECMPOM_00979	CDS	1293	hemW		COG0635	Heme chaperone HemW
JJECMPOM_00980	CDS	924	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
JJECMPOM_00981	CDS	1860	lepA	3.6.5.-	COG0481	Elongation factor 4
JJECMPOM_00982	CDS	1059				hypothetical protein
JJECMPOM_00983	CDS	261	rpsT		COG0268	30S ribosomal protein S20
JJECMPOM_00984	CDS	1005				hypothetical protein
JJECMPOM_00985	CDS	1653				hypothetical protein
JJECMPOM_00986	CDS	879				hypothetical protein
JJECMPOM_00987	CDS	1935				hypothetical protein
JJECMPOM_00988	CDS	831	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JJECMPOM_00989	CDS	1350				hypothetical protein
JJECMPOM_00990	CDS	807				hypothetical protein
JJECMPOM_00991	CDS	180				hypothetical protein
JJECMPOM_00992	CDS	2727	valS	6.1.1.9		Valine--tRNA ligase
JJECMPOM_00993	CDS	2043		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
JJECMPOM_00994	CDS	1860	pckG_1	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
JJECMPOM_00995	CDS	354				hypothetical protein
JJECMPOM_00996	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JJECMPOM_00997	CDS	1203	mlc_2		COG1940	Protein mlc
JJECMPOM_00998	CDS	1302	msmE_1		COG1653	Multiple sugar-binding protein
JJECMPOM_00999	CDS	891	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
JJECMPOM_01000	CDS	891	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
JJECMPOM_01001	CDS	1374				hypothetical protein
JJECMPOM_01002	CDS	1185	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JJECMPOM_01003	CDS	648	clpP2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
JJECMPOM_01004	CDS	618	clpP1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
JJECMPOM_01005	CDS	1317	tig	5.2.1.8	COG0544	Trigger factor
JJECMPOM_01006	CDS	846				hypothetical protein
JJECMPOM_01007	CDS	2691				hypothetical protein
JJECMPOM_01008	CDS	660	betI			HTH-type transcriptional regulator BetI
JJECMPOM_01009	CDS	1386				hypothetical protein
JJECMPOM_01010	CDS	1644	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJECMPOM_01011	CDS	240	mccF_1			Microcin C7 self-immunity protein MccF
JJECMPOM_01012	tRNA	74				tRNA-Gly(tcc)
JJECMPOM_01013	tRNA	75				tRNA-Pro(tgg)
JJECMPOM_01014	CDS	576				hypothetical protein
JJECMPOM_01015	CDS	390				hypothetical protein
JJECMPOM_01016	CDS	357				hypothetical protein
JJECMPOM_01017	CDS	525				hypothetical protein
JJECMPOM_01018	CDS	411				hypothetical protein
JJECMPOM_01019	CDS	963				hypothetical protein
JJECMPOM_01020	CDS	744				hypothetical protein
JJECMPOM_01021	CDS	1449	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JJECMPOM_01022	CDS	813	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
JJECMPOM_01023	CDS	1104	btuC_1			Vitamin B12 import system permease protein BtuC
JJECMPOM_01024	CDS	1110	btuF			Vitamin B12-binding protein
JJECMPOM_01025	CDS	3969				hypothetical protein
JJECMPOM_01026	CDS	501	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
JJECMPOM_01027	CDS	1419				hypothetical protein
JJECMPOM_01028	CDS	783	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
JJECMPOM_01029	CDS	609				hypothetical protein
JJECMPOM_01030	CDS	687	regX3_1		COG0745	Sensory transduction protein regX3
JJECMPOM_01031	CDS	1152	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
JJECMPOM_01032	CDS	774	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JJECMPOM_01033	CDS	342	lsr2			Nucleoid-associated protein Lsr2
JJECMPOM_01034	CDS	447	mshD_2	2.3.1.189		Mycothiol acetyltransferase
JJECMPOM_01035	CDS	990				hypothetical protein
JJECMPOM_01036	CDS	1671				Fimbrial subunit type 1
JJECMPOM_01037	CDS	4773				hypothetical protein
JJECMPOM_01038	CDS	894	dkgB	1.1.1.274		2,5-diketo-D-gluconic acid reductase B
JJECMPOM_01039	CDS	1302	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
JJECMPOM_01040	CDS	1569	yidE			Putative transport protein YidE
JJECMPOM_01041	CDS	942				hypothetical protein
JJECMPOM_01042	CDS	447	hslR		COG1188	Heat shock protein 15
JJECMPOM_01043	CDS	861		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
JJECMPOM_01044	CDS	438				hypothetical protein
JJECMPOM_01045	CDS	1050	namA	1.6.99.1	COG1902	NADPH dehydrogenase
JJECMPOM_01046	CDS	1323				hypothetical protein
JJECMPOM_01047	CDS	1098				hypothetical protein
JJECMPOM_01048	CDS	267				hypothetical protein
JJECMPOM_01049	CDS	7695				hypothetical protein
JJECMPOM_01050	CDS	354				hypothetical protein
JJECMPOM_01051	CDS	594				hypothetical protein
JJECMPOM_01052	CDS	1335				hypothetical protein
JJECMPOM_01053	CDS	2379	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
JJECMPOM_01054	CDS	708	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
JJECMPOM_01055	CDS	270	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
JJECMPOM_01056	CDS	936	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JJECMPOM_01057	CDS	1332	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
JJECMPOM_01058	CDS	1947				hypothetical protein
JJECMPOM_01059	CDS	969				hypothetical protein
JJECMPOM_01060	CDS	789				hypothetical protein
JJECMPOM_01061	CDS	339				hypothetical protein
JJECMPOM_01062	CDS	1263				hypothetical protein
JJECMPOM_01063	CDS	771				hypothetical protein
JJECMPOM_01064	CDS	1176		2.7.1.184		Sulfofructose kinase
JJECMPOM_01065	CDS	93				hypothetical protein
JJECMPOM_01066	CDS	5952				hypothetical protein
JJECMPOM_01067	CDS	516				hypothetical protein
JJECMPOM_01068	CDS	4245				hypothetical protein
JJECMPOM_01069	CDS	558	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
JJECMPOM_01070	CDS	723				hypothetical protein
JJECMPOM_01071	CDS	798				hypothetical protein
JJECMPOM_01072	CDS	357				hypothetical protein
JJECMPOM_01073	CDS	534	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
JJECMPOM_01074	CDS	678				hypothetical protein
JJECMPOM_01075	CDS	2388				hypothetical protein
JJECMPOM_01076	CDS	822				hypothetical protein
JJECMPOM_01077	CDS	753	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
JJECMPOM_01078	CDS	588	luxS	4.4.1.21		S-ribosylhomocysteine lyase
JJECMPOM_01079	CDS	1479	lysP		COG0833	Lysine-specific permease
JJECMPOM_01080	CDS	1332				hypothetical protein
JJECMPOM_01081	CDS	1005	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
JJECMPOM_01082	CDS	2409		3.2.1.-		Beta-xylosidase
JJECMPOM_01083	CDS	1527				hypothetical protein
JJECMPOM_01084	CDS	852	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
JJECMPOM_01085	CDS	1035	melD_3		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
JJECMPOM_01086	CDS	1299	msmE_2		COG1653	Multiple sugar-binding protein
JJECMPOM_01087	CDS	1068	cytR_1		COG1609	HTH-type transcriptional repressor CytR
JJECMPOM_01088	CDS	1404				hypothetical protein
JJECMPOM_01089	CDS	1296	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JJECMPOM_01090	CDS	1467	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
JJECMPOM_01091	CDS	96				hypothetical protein
JJECMPOM_01092	CDS	489				hypothetical protein
JJECMPOM_01093	CDS	2019	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
JJECMPOM_01094	CDS	4275	eccC_1		COG1674	ESX secretion system protein EccC
JJECMPOM_01095	CDS	1281				hypothetical protein
JJECMPOM_01096	CDS	2874				hypothetical protein
JJECMPOM_01097	CDS	216				hypothetical protein
JJECMPOM_01098	CDS	585				hypothetical protein
JJECMPOM_01099	CDS	522				hypothetical protein
JJECMPOM_01100	CDS	750				hypothetical protein
JJECMPOM_01101	CDS	822	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
JJECMPOM_01102	CDS	1971	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
JJECMPOM_01103	CDS	237				hypothetical protein
JJECMPOM_01104	CDS	5493				hypothetical protein
JJECMPOM_01105	CDS	606				hypothetical protein
JJECMPOM_01106	CDS	144				hypothetical protein
JJECMPOM_01107	CDS	561				hypothetical protein
JJECMPOM_01108	CDS	510				hypothetical protein
JJECMPOM_01109	CDS	1434		1.1.1.38		NAD-dependent malic enzyme
JJECMPOM_01110	rRNA	3106				23S ribosomal RNA
JJECMPOM_01111	rRNA	1535				16S ribosomal RNA
JJECMPOM_01112	CDS	519				hypothetical protein
